company_name,company_id,website,company_logo_url,parentEmployer_name,parentEmployer_ID,parentEmployer_logoURL,numberOfRatings,overallRating,ratingDescription,workLifeBalanceRating,careerOpportunitiesRating,compensationAndBenefitsRating,cultureAndValuesRating,recommendToFriendRating,seniorLeadershipRating,ceo_name,ceo_title,ceo_Photo_URL,ceo_numberOfRatings,ceo_approval_rate,review_URL,review_ID,review_pros,review_cons,review_overall,review_location,review_DateTime,review_currentJob,review_jobTitle,review_location,industryName,industryId,sectorName,sectorId,exactMatch
Xanadu Consultancy,810161,www.xanaduconsultancy.com,https://media.glassdoor.com/sqll/810161/xanadu-consultancy-squarelogo-1432791335949.png,,,,48,3.4,OK,3.3,3.4,2.8,3.2,66,2.9,Mark Brosnan,CEO,https://media.glassdoor.com/people/sqll/810161/xanadu-consultancy-mark-brosnan.png,34.0,79.0,https://www.glassdoor.com/Reviews/Employee-Review-Xanadu-Consultancy-RVW21062660.htm,21062660.0,Great experience and learned a lot. There's a lot of very smart people and the tech is really interesting. Everyone is open minded to new ideas and it's possible to make a difference in a short amount of time. The people on my direct team were superb and I only left because an excellent job opportunity came along.,"Culture is not great, it's a bit of a boys club. Gender balance is awful (maybe 10-15% female). Heard a lot of sexism and homophobia from other staff, seems to be normalized there.

If you're not into gambling or have a problem with it you're best to avoid the company.",4.0,,2018-06-15 14:40:40.507,False,Data Scientist,,Consulting,200028.0,Business Services,10006.0,True
Xerox,747,www.xerox.com,https://media.glassdoor.com/sqll/747/xerox-squarelogo-1519846704185.png,,,,6206,2.7,OK,3.1,2.4,2.6,2.7,34,2.3,John Visentin,Chief Executive Officer,https://media.glassdoor.com/people/sqll/747/xerox-ceo1529424383953.png,17.0,31.0,https://www.glassdoor.com/Reviews/Employee-Review-Xerox-RVW20827168.htm,20827168.0,"Good work-life balance, multicultural and very welcome to foreigners.","Benefits, career progress plan, poor leadership, old fashioned culture, not focused on employees, lack of women in leadership.",3.0,,2018-05-31 05:13:27.443,True,Accountant,,IT Services,200064.0,Information Technology,10013.0,True
Xerox Research Centre Europe,555564,www.xrce.fr,https://media.glassdoor.com/sqll/555564/xerox-research-centre-europe-squarelogo-1402234140528.png,,,,14,3.2,OK,3.5,2.5,3.1,3.7,72,2.9,Monica Beltrametti,VP and Centre Manager,https://media.glassdoor.com/people/sqll/555564/xerox-research-centre-europe-monica-beltrametti.png,5.0,70.0,https://www.glassdoor.com/Reviews/Employee-Review-Xerox-Research-Centre-Europe-RVW18734818.htm,18734818.0,Hands on Technical and learning abilities,Carrier progression was very limited due to outsource,4.0,,2018-01-15 05:32:06.11,False,Software Analyst,,Accounting,200001.0,Accounting & Legal,10001.0,False
Fuji Xerox Australia,322447,www.fujixerox.com.au,https://media.glassdoor.com/sqll/322447/fuji-xerox-australia-squarelogo.png,Fuji Xerox,14135.0,https://media.glassdoor.com/sql/14135/fuji-xerox-squarelogo.png,135,1.9,Dissatisfied,2.6,1.7,1.9,1.9,24,1.6,Sunil Gupta,Managing Director,,61.0,21.0,,,,,,,,,,,Computer Hardware & Software,200060.0,Information Technology,10013.0,False
Fuji Xerox Asia Pacific,1019883,www.fxap.com.sg,,,,,41,2.6,OK,2.8,2.5,3.1,2.5,38,2.2,,,,,,,,,,,,,,,,,,,,False
Xerox Audio Visual Solutions,342215,www.xeroxaudiovisual.com,https://media.glassdoor.com/sqll/342215/xerox-audio-visual-solutions-squarelogo-1379095668810.png,Xerox,747.0,https://media.glassdoor.com/sql/747/xerox-squarelogo-1519846704185.png,13,3.0,OK,2.5,2.5,2.6,2.8,40,2.2,John Schweizer,President and CEO,,0.0,0.0,,,,,,,,,,,Business Service Centers & Copy Shops,200025.0,Business Services,10006.0,False
Xerox International Partners,294412,,,,,,6,2.9,OK,2.2,3.0,2.6,3.0,0,2.8,Yoshiaki Takahashi,"Corporate Vice President, President and Chief Executive Officer of Xerox International Partners",,2.0,100.0,,,,,,,,,,,Computer Hardware & Software,200060.0,Information Technology,10013.0,False
Gens Documents Xerox Bureautique,1995465,www.gdxxerox.com,,,,,0,0,Not Applicable,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,False
Dahill,26456,www.dahill.com,https://media.glassdoor.com/sqll/26456/dahill-squarelogo-1444946438811.png,Xerox,747.0,https://media.glassdoor.com/sql/747/xerox-squarelogo-1519846704185.png,81,2.9,OK,2.8,3.2,3.3,2.8,47,3.1,Bradley Rollins,President and CEO,https://media.glassdoor.com/people/sqll/26456/dahill-ceo1494518523704.png,56.0,59.0,,,,,,,,,,,Consulting,200028.0,Business Services,10006.0,False
Xerox Heritage,718689,,,,,,3,1.7,Dissatisfied,2.5,3.5,1.9,1.5,0,1.0,,,,,,,,,,,,,,,,Computer Hardware & Software,200060.0,Information Technology,10013.0,False
Kgn Xerox,2094636,www.kgnxerox.com,,,,,0,0,Not Applicable,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,False
Xilinx,2063,www.xilinx.com,https://media.glassdoor.com/sqll/2063/xilinx-squarelogo-1523657240768.png,,,,652,3.7,Satisfied,3.6,3.3,3.6,3.5,80,3.2,Victor Peng,CEO,https://media.glassdoor.com/people/sqll/2063/xilinx-ceo1517320961615.png,13.0,65.0,https://www.glassdoor.com/Reviews/Employee-Review-Xilinx-RVW20913546.htm,20913546.0,"Very Interesting work, Helpful staff",Can be difficult to get to using public transport,4.0,,2018-06-06 02:45:13.49,False,Employee,,Computer Hardware & Software,200060.0,Information Technology,10013.0,True
XL Catlin,5891,www.xlcatlin.com,https://media.glassdoor.com/sqll/5891/xl-group-squarelogo-1430727853257.png,,,,392,3.5,Satisfied,3.7,3.1,4.0,3.6,74,3.1,Michael McGavick,CEO,https://media.glassdoor.com/people/sqll/5891/xl-catlin-michael-mcgavick.png,204.0,89.0,https://www.glassdoor.com/Reviews/Employee-Review-XL-Catlin-RVW9370208.htm,9370208.0,Good environment to work with xlcatlin as a  company,Dont get opportunity to grow,5.0,"Dublin, Co. Dublin (Ireland)",2016-01-28 10:22:22.24,True,Documentum Administrator,"Dublin, Co. Dublin (Ireland)",Insurance Carriers,200066.0,Insurance,10014.0,True
XSellco,1729109,www.xsellco.com,,,,,15,2.6,OK,2.6,2.5,2.9,2.7,43,2.5,,,,,,https://www.glassdoor.com/Reviews/Employee-Review-XSellco-RVW21329629.htm,21329629.0,"Fast moving, high energy, great culture. Incredibly smart and ambitious people.",There's been some volatility in terms of company direction recently which can be hard for more junior members of staff but overall the direction the company is moving in is smart and I believe they're going to nail it.,5.0,,2018-07-04 05:57:36.11,True,Employee,,,,,,True
YapStone,349726,www.yapstone.com,https://media.glassdoor.com/sqll/349726/yapstone-squarelogo-1502464715995.png,,,,234,3.5,Satisfied,3.5,3.5,3.5,3.5,68,3.4,Tom Villante,"Chairman, CEO, and Co-Founder",https://media.glassdoor.com/people/sqll/349726/yapstone-tom-villante.png,152.0,84.0,https://www.glassdoor.com/Reviews/Employee-Review-YapStone-RVW21211136.htm,21211136.0,"Having been at YapStone for over two years I can definitely feel a change this year in the company focus on accelerating our growth, driving profitability and working to bring everyone on the journey to greatness.
Having worked at large and very large organisations (20-30,000 FTE) working for a small 19 year-old start up is exciting and yet at the same time scary!","Stick to the strategy - Execute, Execute, Execute",5.0,Drogheda (Ireland),2018-06-26 03:49:36.193,True,Employee,Drogheda (Ireland),Financial Transaction Processing,200052.0,Finance,10010.0,True
Zalando,613421,jobs.zalando.com,https://media.glassdoor.com/sqll/613421/zalando-squarelogo-1464008901079.png,,,,406,3.5,Satisfied,3.7,3.3,3.0,3.6,72,2.9,Robert Gentz,CEO,https://media.glassdoor.com/people/sqll/613421/zalando-robert-gentz.png,150.0,80.0,https://www.glassdoor.com/Reviews/Employee-Review-Zalando-RVW20795845.htm,20795845.0,"- Very good software engineering practices. 
- Opportunity to work on clean Scala code built as micro-services. 
- Plenty of knowledgeable people to learn from. 
- Very good software and IT support 
- Very good open source community (meet ups, blogposts, ...)
- Trips to Berlin","- Sometimes, it takes time to get clear direction about the implementation plan",4.0,"Dublin, Co. Dublin (Ireland)",2018-05-29 10:44:30.293,False,Software Engineer,"Dublin, Co. Dublin (Ireland)",Internet,200063.0,Information Technology,10013.0,True
Zalon by Zalando,2082556,www.zalon.de,,,,,0,0,Not Applicable,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,False
Zartis,422880,www.zartis.com,https://media.glassdoor.com/sqll/422880/zartis-squarelogo-1429772698483.png,,,,17,5.0,Very Satisfied,4.7,4.8,4.5,5.0,100,5.0,John Dennehy,CEO,https://media.glassdoor.com/people/sqll/422880/zartis-john-dennehy.png,11.0,100.0,https://www.glassdoor.com/Reviews/Employee-Review-Zartis-RVW9168674.htm,9168674.0,Great atmosphere & productive working environment,Nothing comes to mind. I never had any problems there.,5.0,,2016-01-12 16:19:51.103,False,Employee,,Enterprise Software & Network Solutions,200061.0,Information Technology,10013.0,True
Zazzle,100557,www.zazzle.com,https://media.glassdoor.com/sqll/100557/zazzle-squarelogo-1403225864503.png,,,,150,2.7,OK,2.6,2.4,2.5,2.6,40,2.3,Robert Beaver,Founder and CEO,,101.0,44.0,https://www.glassdoor.com/Reviews/Employee-Review-Zazzle-RVW20592171.htm,20592171.0,"Nice management, friendly atmosphere in there always",Breaks for part timers were too short,5.0,Cork (Ireland),2018-05-15 09:00:03.693,False,Employee,Cork (Ireland),Consumer Product Rental,200038.0,Consumer Services,10008.0,True
Zazzle Media,1786589,www.zazzlemedia.co.uk,https://media.glassdoor.com/sqll/1786589/zazzle-media-squarelogo-1504858819518.png,,,,14,4.6,Very Satisfied,4.3,4.2,4.4,5.0,100,4.4,Simon Penson,Founder and Managing Director,,10.0,100.0,,,,,,,,,,,Advertising & Marketing,200022.0,Business Services,10006.0,False
ZEB (Belgium),2034436,www.zeb.be,,,,,0,0,Not Applicable,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,True
Zeb,484026,www.zeb.eu,https://media.glassdoor.com/sqll/484026/zeb-squarelogo-1458669337644.png,,,,79,4.5,Very Satisfied,3.5,4.4,4.0,4.8,99,4.3,Prof. Dr. Stefan Kirmße,Managing Director,https://media.glassdoor.com/people/sqll/484026/zeb-stefan-kirmße.png,37.0,100.0,,,,,,,,,,,Consulting,200028.0,Business Services,10006.0,True
Zebpay,1568847,www.zebpay.com,https://media.glassdoor.com/sqll/1568847/zebpay-squarelogo-1498209312864.png,,,,4,2.7,OK,2.9,2.7,2.7,2.2,47,2.7,,,,,,,,,,,,,,,,,,,,False
ZEB Technology,921610,www.zeb-tech.com,,,,,1,1.0,Very Dissatisfied,1.0,1.0,1.0,1.0,0,1.0,,,,,,,,,,,,,,,,IT Services,200064.0,Information Technology,10013.0,False
Zeb Internationals,528015,www.zebinternationals.com,,,,,1,3.0,OK,1.0,2.0,2.0,2.0,0,3.0,,,,,,,,,,,,,,,,Advertising & Marketing,200022.0,Business Services,10006.0,False
Zeb,484026,www.zeb.eu,https://media.glassdoor.com/sqll/484026/zeb-squarelogo-1458669337644.png,,,,79,4.5,Very Satisfied,3.5,4.4,4.0,4.8,99,4.3,Prof. Dr. Stefan Kirmße,Managing Director,https://media.glassdoor.com/people/sqll/484026/zeb-stefan-kirmße.png,37.0,100.0,,,,,,,,,,,Consulting,200028.0,Business Services,10006.0,False
Zeeko,973603,www.zeeko.co.uk,https://media.glassdoor.com/sqll/973603/zeeko-squarelogo-1514899997536.png,,,,1,3.0,OK,0.0,0.0,0.0,0.0,0,0.0,,,,,,https://www.glassdoor.com/Reviews/Employee-Review-Zeeko-RVW11874052.htm,11874052.0,new challenges like all start-ups,"bad management, lack of people skills",3.0,,2016-09-09 15:00:48.58,False,Employee,,,,,,True
Zeeko (Ireland),2058537,www.zeeko.ie,,,,,0,0,Not Applicable,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,True
Zeeko Network,1775897,www.zeekosoft.com,,,,,1,5.0,Very Satisfied,4.0,5.0,4.0,4.0,100,4.0,,,,,,,,,,,,,,,,,,,,False
Zendesk,360923,www.zendesk.com,https://media.glassdoor.com/sqll/360923/zendesk-squarelogo-1477501711219.png,,,,382,4.4,Very Satisfied,4.5,4.1,4.2,4.5,89,4.0,Mikkel Svane,Founder and  CEO,https://media.glassdoor.com/people/sqll/360923/zendesk-mikkel-svane.png,314.0,96.0,https://www.glassdoor.com/Reviews/Employee-Review-Zendesk-RVW21338909.htm,21338909.0,"Great People, great product, fantastic office, and amazing opportunities.",Not thinking of any now.,5.0,"Dublin, Co. Dublin (Ireland)",2018-07-05 00:31:10.98,True,Sales,"Dublin, Co. Dublin (Ireland)",Enterprise Software & Network Solutions,200061.0,Information Technology,10013.0,True
Zenith Technologies,719041,www.zenithtechnologies.com,https://media.glassdoor.com/sqll/719041/zenith-technologies-squarelogo-1530525095052.png,,,,73,3.6,Satisfied,4.0,3.6,3.4,3.6,67,3.4,Joe Haugh,CEO,,35.0,92.0,https://www.glassdoor.com/Reviews/Employee-Review-Zenith-Technologies-RVW21529991.htm,21529991.0,"As an Intern i was immediately given responsibility and allowed to work with the other engineers. This meant i was able to learn very quickly how the company operated. In the company you're always working in a team, which is a great support. Extremely friendly employees.","See a more practical aspect to the work we do, rather than just the theoretical.",5.0,Cork (Ireland),2018-07-18 01:39:22.207,True,Automation Engineer,Cork (Ireland),Computer Hardware & Software,200060.0,Information Technology,10013.0,True
Zenith Oilfield,439516,www.zenithoilfield.com,,,,,0,0,Not Applicable,0.0,0.0,0.0,0.0,0,0.0,Greg Davie,Managing Director,,0.0,0.0,,,,,,,,,,,Computer Hardware & Software,200060.0,Information Technology,10013.0,False
Zenith Technology (Nigeria),2089931,www.zenithtechnology.com.ng,,,,,0,0,Not Applicable,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,False
Zenith Technology,562669,www.zenithtechnologyinc.com,,,,,1,3.0,OK,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,Consulting,200028.0,Business Services,10006.0,False
Zenith Technology Solutions,786554,www.zenith-ts.com,,,,,0,0,Not Applicable,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,IT Services,200064.0,Information Technology,10013.0,False
Zenopa,841976,www.zenopa.com,https://media.glassdoor.com/sqll/841976/zenopa-squarelogo-1406014841469.png,,,,8,3.8,Satisfied,3.5,3.9,4.0,4.2,70,3.6,Mark Denton,Managing Director,,7.0,70.0,,,,,,,,,,,Staffing & Outsourcing,200032.0,Business Services,10006.0,True
"ZENTEK AUTOMATION US, INC.",612472,www.zenithtechnologies.com,https://media.glassdoor.com/sqll/612472/zentek-automation-us-inc-squarelogo.png,,,,0,0,Not Applicable,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,Advertising & Marketing,200022.0,Business Services,10006.0,True
Zerogrey,581656,www.zerogrey.com,https://media.glassdoor.com/sqll/581656/zerogrey-squarelogo-1407784766434.png,,,,18,2.9,OK,3.1,3.2,2.5,2.8,45,2.6,Giovanni Meda,CEO,https://media.glassdoor.com/people/sqll/581656/zerogrey-giovanni-meda.png,5.0,73.0,https://www.glassdoor.com/Reviews/Employee-Review-Zerogrey-RVW18292345.htm,18292345.0,"Welcoming and intense group which work closely together and keeps connected the whole project and mission. Multicultural background and super-friendly CEO. They are open minded and ready to take new challenges. People look each other and often organise hangouts after work. You can make lots of work progression, learn from multiple departments because managers are friendly and open to connections, but also support new suggestions and make these real.","Slowly moderate progression of development and tasks; sometimes is hard to align yourself with the team due to the multicultural background, so you should be ready and/or aware about the challenges you can get here on diversity.",4.0,"Dublin, Co. Dublin (Ireland)",2017-12-11 07:14:05.373,False,User Experience & Brand Designer,"Dublin, Co. Dublin (Ireland)",Advertising & Marketing,200022.0,Business Services,10006.0,True
Global Zest Business Solutions,1623990,www.globalzestbs.com,https://media.glassdoor.com/sqll/1623990/global-zest-business-solutions-squarelogo-1497437620099.png,,,,3,2.9,OK,2.6,2.8,2.8,3.1,61,3.2,,,,,,,,,,,,,,,,,,,,False
Zevas Communications,801716,www.zevas.com,https://media.glassdoor.com/sqll/801716/zevas-communications-squarelogo-1432736190490.png,,,,48,4.0,Satisfied,4.2,3.7,3.4,4.0,82,3.8,Con Lehane,CEO,https://media.glassdoor.com/people/sqll/801716/zevas-communications-con-lehane.png,31.0,88.0,https://www.glassdoor.com/Reviews/Employee-Review-Zevas-Communications-RVW21497700.htm,21497700.0,great place to work Great atmosphere,"None, its really great here",5.0,,2018-07-16 07:25:41.837,True,Employee,,Staffing & Outsourcing,200032.0,Business Services,10006.0,True
Zevas Communications,801716,www.zevas.com,https://media.glassdoor.com/sqll/801716/zevas-communications-squarelogo-1432736190490.png,,,,48,4.0,Satisfied,4.2,3.7,3.4,4.0,82,3.8,Con Lehane,CEO,https://media.glassdoor.com/people/sqll/801716/zevas-communications-con-lehane.png,31.0,88.0,https://www.glassdoor.com/Reviews/Employee-Review-Zevas-Communications-RVW21497700.htm,21497700.0,great place to work Great atmosphere,"None, its really great here",5.0,,2018-07-16 07:25:41.837,True,Employee,,Staffing & Outsourcing,200032.0,Business Services,10006.0,False
Zeva Technology,272124,www.zevatechnology.com,https://media.glassdoor.com/sqll/272124/zeva-technology-squarelogo-1441961592858.png,,,,2,4.6,Very Satisfied,4.0,5.0,5.0,4.0,100,4.0,Jason Liu,Managing Partner,,0.0,0.0,,,,,,,,,,,IT Services,200064.0,Information Technology,10013.0,False
Zeva,447290,www.zevainc.com,,,,,0,0,Not Applicable,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,False
Zimmer Biomet,1017414,www.zimmerbiomet.com,https://media.glassdoor.com/sqll/1017414/zimmer-biomet-squarelogo-1435250917532.png,,,,1011,3.1,OK,3.1,3.1,3.4,3.0,50,2.8,Bryan Hanson,President and CEO,https://media.glassdoor.com/people/sqll/1017414/zimmer-biomet-ceo1522937014488.png,32.0,85.0,https://www.glassdoor.com/Reviews/Employee-Review-Zimmer-Biomet-RVW21443095.htm,21443095.0,"Very positive work environment, well supported by senior management. Ease of access and from Zimmer site, at any time of day.  Coffee and teas are no charge.",Relatively high turnover of staff. Canteen services could use a bit of an upgrade.,4.0,Ennis (Ireland),2018-07-12 01:05:53.943,True,Employee,Ennis (Ireland),Health Care Products Manufacturing,200072.0,Manufacturing,10015.0,True
Zinopy,741603,www.zinopy.ie,https://media.glassdoor.com/sqll/741603/zinopy-squarelogo-1432792950899.png,,,,3,4.3,Very Satisfied,3.5,3.5,3.1,4.0,100,4.0,John Ryan,Founder & CEO,https://media.glassdoor.com/people/sqll/741603/zinopy-john-ryan.png,2.0,100.0,https://www.glassdoor.com/Reviews/Employee-Review-Zinopy-RVW12994651.htm,12994651.0,Leading player on the Citrix/Virtualization front. Always expanding and a great company to work for.,Small company which means progression within can be difficult,5.0,,2016-12-14 00:54:22.27,True,Employee,,IT Services,200064.0,Information Technology,10013.0,True
Zurich Insurance Group,582526,www.zurich.com,https://media.glassdoor.com/sqll/582526/zurich-insurance-group-squarelogo-1435049560551.png,,,,557,3.3,OK,3.5,3.2,3.4,3.2,58,2.8,Mario Greco,Chief Executive Officer,,128.0,65.0,https://www.glassdoor.com/Reviews/Employee-Review-Zurich-Insurance-Group-RVW21090777.htm,21090777.0,"Good place to work, where you can contribute and have a strong team building. Everyone is responsible for the results and can contribute with new ways to achive them.","We always need to do a lot of extra hours, with lots of meetings and reduced teams.",5.0,,2018-06-18 10:00:15.99,False,Employee,,Insurance Carriers,200066.0,Insurance,10014.0,True
MCIS ZURICH Insurance,540365,www.mciszurich.com.my,,,,,6,3.2,OK,2.9,3.0,3.8,2.1,56,2.7,,,,,,,,,,,,,,,,Insurance Carriers,200066.0,Insurance,10014.0,False
Zurich North America,8380,www.zurichna.com,https://media.glassdoor.com/sqll/8380/zurich-north-america-squarelogo-1494241847161.png,,,,765,3.0,OK,3.5,2.8,3.5,3.0,43,2.6,Kathleen Savio,CEO,https://media.glassdoor.com/people/sqll/8380/zurich-north-america-ceo1520432066861.png,15.0,99.0,https://www.glassdoor.com/Reviews/Employee-Review-Zurich-North-America-RVW20305181.htm,20305181.0,"Diverse role, alot of flexibility in the role, exciting work","perception that the industry is boring,",4.0,,2018-04-25 11:25:36.473,True,Employee,,Insurance Carriers,200066.0,Insurance,10014.0,True
South Valley Engineering,1455512,www.southvalleyengineering.com,,,,,0,0,Not Applicable,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,Other Retail Stores,200115.0,Retail,10022.0,True
Alliance,629817,www.allianceinc.org,https://media.glassdoor.com/sqll/629817/alliance-squarelogo-1399492607044.png,,,,42,3.4,OK,3.5,3.3,3.4,3.5,60,3.3,John Hill,CEO,,14.0,39.0,,,,,,,,,,,Social Assistance,200089.0,Non-Profit,10018.0,True
Alliance,1338105,www.alliance-careers.com,https://media.glassdoor.com/sqll/1338105/alliance-squarelogo-1523351533277.png,,,,8,3.0,OK,2.7,2.0,2.9,2.5,28,2.3,,,,,,,,,,,,,,,,,,,,True
Alliance,1464333,www.allianceincorporated.co,,,,,0,0,Not Applicable,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,True
